NodeId,Title,Authors,Date
9610204,Modular Invariance and Structure of the Exact Wilsonian Action of N=2,D. Bazeia and J. R. S. Nascimento,1996-10-01
9610205,New N=1 Superconformal Field Theories in Four Dimensions from D-brane,"Ofer Aharony, Shamit Kachru, and Eva Silverstein",1996-10-01
9610206,New Approach to Induced QCD,Andrei Shuvaev,1996-10-01
9610207,Knizhnik-Zamolodchikov-Bernard equations as a quantization of,D. Ivanov,1996-10-01
9610208,Solution of the odderon problem for arbitrary conformal weights,J. Wosiek and R. E. Janik (Jagellonian University),1996-10-01
9610209,Transition Amplitude within the Stochastic Quantization Scheme --,"Kazuya Yuasa and Hiromichi Nakazato (Dept. of Phys., Waseda Univ.,",1996-10-01
9610210,Implications of quaternionic dark matter,"S.P. Brumby, B.E. Hanlon and G.C. Joshi (Melbourne Uni.)",1996-10-01
9610211,On Instanton Calculations of N=2 Supersymmetric Yang-Mills Theory,Yuhsuke Yoshida,1996-10-02
9610212,Spectral Flow and Feigin-Fuks Parameter Space of N=4 Superconformal,Yuhsuke Yoshida,1996-10-02
9610213,Monopoles and Strings in Yang-Mills Theories,"K. Langfeld, H. Reinhardt, M. Quandt",1996-10-02
9610214,Annihilation into Channels with Strangeness and the OZI Rule Violation,"V. E. Markushin (Paul Scherrer Institute, Switzerland)",1996-10-02
9610215,Pre-equilibrium evolution of non-abelian plasma,"G.C. Nayak, V. Ravishankar (Dept. of physics Indian Institute of",1996-10-02
9610216,Further remarks on quantum mechanics and integrable systems,"G.C. Nayak, V. Ravishankar (Dept. of physics Indian Institute of",1996-10-02
9610217,"The quantum SKdV$_{1,4}$ equation at $c=3$","G.C. Nayak, V. Ravishankar (Dept. of physics Indian Institute of",1996-10-02
9610218,On the gauge dependence of the topological sigma model beta functions,Luis Alvarez-Consul and C.P. Martin,1996-10-02
9610219,Unitarity of the Aharonov-Bohm Scattering Amplitudes,"Masato Arai, Hisakazu Minakata",1996-10-02
9610220,Zero Curvature Formalism of the 4D Yang-Mills Theory in Superspace,"L.C.Q.Vilar, C.A.G.Sasaki and S.P. Sorella",1996-10-02
9610221,Symmetries of the stochastic Burgers equation,E.V. Ivashkevich,1996-10-02
9610222,"Symplectic Gravity Models in Four, Three and Two Dimensions",O.Kechkin and M.Yurova,1996-10-02
9610223,3D Ising Model:The Scaling Equation of State,"Riccardo Guida, Jean Zinn Justin",1996-10-02
9610224,Structure constants for the osp(1|2) current algebra,"I. P. Ennes, A. V. Ramallo and J. M. Sanchez de Santos",1996-10-02
9610225,A Large N Chiral Transition on a Plaquette,Shailesh Chandrasekharan,1996-10-02
9610226,Super-Maxwell Actions with Manifest Duality,Shailesh Chandrasekharan,1996-10-02
9610227,Deconfinement Transition and Flux-String Models,Shailesh Chandrasekharan,1996-10-03
9610228,N=2 Supermultiplet of Currents and Anomalous Transformations in,"H. Itoyama, M. Koike and H. Takashino",1996-10-03
9610229,Zeta-function on the generalised cone,Guido Cognola and Sergio Zerbini,1996-10-03
9610230,Quantum Deformations of Space-Time Symmetries with Mass-Like Deformation,"Jerzy Lukierski (Institute for Theoretical Physics, University of",1996-10-03
9610231,The Number of Particles Released in Gauge Cosmic String Formation,Bj{\o}rn Jensen,1996-10-03
9610232,Quantum corrections for D=4 black holes and D=5 strings,Bj{\o}rn Jensen,1996-10-03
9610233,Quantum Fluctuations and Dynamical Chaos: An Effective Potential,"Sergei G. Matinyan and Berndt M\""uller",1996-10-03
9610234,Five-Brane Effective Action In M-Theory,"Sergei G. Matinyan and Berndt M\""uller",1996-10-03
9610235,Properties of Supermembrane Axions,F. Aldabe,1996-10-03
9610236,Five-branes in M(atrix) Theory,Micha Berkooz and Michael R. Douglas,1996-10-03
9610237,Fivebrane Instantons and $R^2$ couplings in $N=4$ String Theory,Micha Berkooz and Michael R. Douglas,1996-10-03
9610238,String and M-Theory Cosmological Solutions with Ramond Forms,"Andre Lukas, Burt A. Ovrut, Daniel Waldram",1996-10-03
9610239,Sphere-like Solutions in Surface Functional Theory and Dirac's Membrane,"Andre Lukas, Burt A. Ovrut, Daniel Waldram",1996-10-03
9610240,Gauge Independent Reduction of a Solvable Model with Gribov-Like,R. Banerjee,1996-10-04
9610241,Finite Temperature Schwinger Model with Chirality Breaking Boundary,"Stephan D\""urr and Andreas Wipf",1996-10-04
9610242,Non-perturbative Quantum Theories and Integrable Equations,A. Marshakov,1996-10-04
9610243,Null Strings in Schwarzschild Spacetime,Mariusz P. Dabrowski and Arne. L. Larsen,1996-10-04
9610244,Dynamical Gauge Boson and Strong-Weak Reciprocity,"M. Bando, Y. Taniguchi and S. Tanimura",1996-10-04
9610245,On the Strong CP Problem without Axion Field,"M. Bando, Y. Taniguchi and S. Tanimura",1996-10-04
9610247,On the Nonrelativistic Limit of the phi^4 Theory in 2+1 Dimensions,"M. Gomes, J. M. C. Malbouisson, and A. J. da Silva",1996-10-04
9610248,On the Reduced SU(N) Gauge Theory in the Weyl-Wigner-Moyal Formalism,"Hugo Garcia-Compean, Jerzy F. Plebanski, Norma Quiroz-Perez",1996-10-04
9610249,D-Brane Actions with Local Kappa Symmetry,"Mina Aganagic, Costin Popescu, and John H. Schwarz",1996-10-04
9610250,Perturbative Dynamics of Fractional Strings on Multiply Wound D-strings,Akikazu Hashimoto,1996-10-04
9610251,"Branes, Calabi-Yau Spaces, and Toroidal Compactification of the N=1","Ori J. Ganor, David R. Morrison, Nathan Seiberg",1996-10-04
9610252,Resolution of Cosmological Singularities,Finn Larsen and Frank Wilczek,1996-10-04
9611201,M-Theory Origin of Mirror Symmetry in Three Dimensional Gauge Theories,"M. Porrati, A. Zaffaroni",1996-10-31
9611202,"Branes, Fluxes and Duality in M(atrix)-Theory","Ori J. Ganor, Sanjaye Ramgoolam and Washington Taylor IV",1996-11-01
9611203,Supermembranes,M. J. Duff,1996-11-02
9611204,Stabilizing dilaton and moduli vacua in string and M--Theory cosmology,"Andre Lukas, Burt A. Ovrut, Daniel Waldram",1996-11-01
9611205,F^4 Terms in N=4 String Vacua,C. Bachas (Ecole Polytechnique) and E. Kiritsis (CERN),1996-11-01
9611206,Reply to Comment on ``Spinning Cosmic Strings and Quantization of,C. Bachas (Ecole Polytechnique) and E. Kiritsis (CERN),1996-11-01
9611207,Manifestly T-Duality Symmetric Matrix Models,"Tsunehide Kuroki, Yuji Okawa, Fumihiko Sugino and Tamiaki Yoneya",1996-11-01
9611208,Gauged Knizhnik-Zamolodchikov equation,"I.I Kogan, A. Lewis and O.A. Soloviev",1996-11-01
9611209,"Solitons, monopoles and duality: from sine-Gordon to Seiberg-Witten","Sergei V. Ketov (ITP, University of Hannover)",1996-11-01
9611210,Classical Entropy of N=2 Black Holes: The minimal coupling case,"Sergei V. Ketov (ITP, University of Hannover)",1996-11-01
9611211,Dirac Quantization of the Chern-Simons Field Theory in the Coulomb Gauge,Franco Ferrari and Ignazio Lazzizzera,1996-11-02
9611212,"On the Difference between Admissible and ""Differentiable"" Hamiltonians",Vladimir O. Soloviev,1996-11-01
9611213,Dynamical Compactification as a Mechanism of Spontaneous Supersymmetry,G. Dvali and M. Shifman,1996-11-02
9611214,Scattering of Strings from D-branes,Akikazu Hashimoto and Igor Klebanov,1996-11-02
9611215,Membrane Dynamics in M(atrix) Theory,Ofer Aharony and Micha Berkooz (Rutgers University),1996-11-02
9611216,Determinant representation for dynamical correlation functions of the,"T. Kojima, V. Korepin and N. Slavnov",1996-11-02
9611217,"Mesons, Baryons and Waves in the Baby Skyrmion Model","A. Kudryavtsev, B. Piette and W.J. Zakrzewski",1996-11-03
9611218,On the Eleventh Dimension of String Theory,"A. Kudryavtsev, B. Piette and W.J. Zakrzewski",1996-11-03
9611219,A Quantum Model of Schwarzschild Black Hole Evaporation,"J. Cruz, A. Mikovic and J. Navarro-Salas",1996-11-03
9611220,Multibracket simple Lie algebras,J. A. de Azcarraga and J. C. Perez Bueno,1996-11-03
9611221,Generalized Poisson structures,"J. A. de Azcarraga, A. M. Perelomov and J. C. Perez Bueno",1996-11-04
9611222,Field Theory Questions for String Theory Answers,"J. A. de Azcarraga, A. M. Perelomov and J. C. Perez Bueno",1996-11-04
9611223,Early Universe Evolution in Graviton-Dilaton Models,"J. A. de Azcarraga, A. M. Perelomov and J. C. Perez Bueno",1996-11-04
9611224,Perturbative Analysis of Chern-Simons Field Theory in the Coulomb Gauge,Franco Ferrari and I. Lazzizzera,1996-11-04
9611225,Representations of the Mapping Class Group of the Two Punctured Torus on,Franco Ferrari and I. Lazzizzera,1996-11-04
9611226,"On the relations between osp(2,2) and the quasi exactly solvable systems",Franco Ferrari and I. Lazzizzera,1996-11-04
9611227,Dynamical Abelian Projection of Gluodynamics,Franco Ferrari and I. Lazzizzera,1996-11-04
9611228,The Monopole Dominance in QCD,Franco Ferrari and I. Lazzizzera,1996-11-04
9611229,Spin-Flavour Symmetry and Contractions Towards Classical Space-Time,Franco Ferrari and I. Lazzizzera,1996-11-04
9611230,"Type IIB Superstrings, BPS Monopoles, And Three-Dimensional Gauge",Amihay Hanany and Edward Witten,1996-11-05
9611231,Intertwiners in Orbifold Conformal Field Theories,P.S. Montague,1996-11-04
9611232,A U(1) Gauge Theory for Antisymmetric Tensor Fields,"Shinichi Deguchi, Tadahito Nakajima, and Hideomi Totsuka Atomic ",1996-11-05
9611233,Noncommutative Geometry and D-Branes,"Pei-Ming Ho, Yong-Shi Wu",1996-11-05
9611234,Derivation of quantum theories:symmetries and the exact solution of the,"M. Khorrami, A. Aghamohammadi and M. Alimohammadi",1996-11-05
9611235,Supersymmetric Yang-Mills Theories in 1 + 1 Dimensions,N. Sakai,1996-11-05
9611236,"A Unified Treatment of the Characters of SU(2) and SU(1,1)","Subrata Bal, K. V. Shajesh, Debabrata Basu",1996-11-05
9611237,Decompactification near the horizon and non-vanishing entropy,Klaus Behrndt,1996-11-05
9611238,Exact expectation values of local fields in quantum sine-Gordon model,"S. Lukyanov, A. Zamolodchikov",1996-11-05
9612201,Field condensations and Noncritical String for c>1,G. L. Cardoso,1996-11-29
9612202,"Solvable Lie Algebras in Type IIA, Type IIB and M Theories","L. Andrianopoli, R. D'Auria, S. Ferrara, P. Fr\'e, R. Minasian and M.",1996-11-29
9612203,Chern-Simons Couplings and Inequivalent Vector-Tensor Multiplets,"P. Claus, B. de Wit, M. Faux and P. Termonia",1996-11-29
9612204,Superstring dualities and p-brane bound states,M.S. Costa and G. Papadopoulos,1996-11-29
9612205,Supersymmetric quantum theory and (non-commutative) differential,"J. Froehlich, O. Grandjean, A. Recknagel (ETH Zuerich)",1996-11-29
9612206,Time Evolution of Non-Equilibrium Effective Action,"Christof Wetterich (ITP, U Heidelberg)",1996-11-29
9612207,Confinement in N=1 SUSY Gauge Theories and Model Building Tools,"Csaba Csaki (MIT), Martin Schmaltz (Boston U.) and Witold Skiba (MIT)",1996-11-29
9612208,"Geometry, Isometries and Gauging of (2,1) Heterotic Sigma-Models",M. Abou Zeid and C. M. Hull,1996-11-29
9612209,Weil Algebras and Supersymmetry,Mauri Miettinen (Uppsala University),1996-11-29
9612210,On Root Multiplicities of Some Hyperbolic Kac-Moody Algebras,Michel Bauer and Denis Bernard,1996-11-29
9612211,SU(3)-skyrmions,"V. B. Kopeliovich, B. E. Stern (INR, Moscow, Russia)",1996-11-29
9612212,A new Hamiltonian for a massive relativistic particle with spin one in a,Rudolf A. Frick,1996-11-30
9612213,Classical Interactions for Tensionless Strings,"Bj\o rn Jensen and Ulf Lindstr\""om",1996-11-30
9612214,Running coupling expansion for the renormalized $\phi^4_4$-trajectory,"Bj\o rn Jensen and Ulf Lindstr\""om",1996-11-30
9612215,Antibranes and crossing symmetry,Vipul Periwal,1996-11-30
9612216,Hyper-Kahler Geometry and Invariants of Three-Manifolds,"L. Rozansky, E. Witten",1996-11-30
9612217,Logarithmic Yangians in WZW models,"D. Bernard, Z. Maassarani and P. Mathieu",1996-11-30
9612218,"Path-Integral Quantization of the (2,2) String","Jan Bischoff and Olaf Lechtenfeld (Univ. of Hannover, Germany)",1996-12-01
9612219,Higher Topologies in 2+1-Gravity,"Jan Bischoff and Olaf Lechtenfeld (Univ. of Hannover, Germany)",1996-12-01
9612220,Chiral Reductions of the M-Algebra,"Jan Bischoff and Olaf Lechtenfeld (Univ. of Hannover, Germany)",1996-12-01
9612221,On the Weyl-Wigner-Moyal Description of SU$(\infty)$ Nahm Equations,"Hugo Garcia-Compean, Jerzy F. Plebanski (CINVESTAV-IPN)",1996-12-01
9612222,Strings from IIB Matrices,"Hugo Garcia-Compean, Jerzy F. Plebanski (CINVESTAV-IPN)",1996-12-01
9612223,Four-Brane and Six-Brane Interactions in M(atrix) Theory,Gilad Lifschytz (Princeton University),1996-12-02
9612224,From p-branes to Cosmology,"H. Lu, S. Mukherji and C.N. Pope",1996-12-02
9612225,"Comment on ""Dynamical Chern-Simons term generation at finite density""","H. Lu, S. Mukherji and C.N. Pope",1996-12-02
9612226,The renormalized $\phi^4_4$-trajectory by perturbation theory in a,"H. Lu, S. Mukherji and C.N. Pope",1996-12-02
9612227,Non-perturbative evolution equations for the tricritical theory,Flavio S. Nogueira,1996-12-02
9612228,On Connes' new principle of general relativity. Can spinors hear the,"Lionel Carminati, Bruno Iochum, Daniel Kastler, Thomas Schucker",1996-12-02
9612229,Rotating Intersecting M-Branes,Mirjam Cvetic and Donam Youm,1996-12-02
9612230,The Geometry of Self-Dual Gauge Fields,"A. H. Bilge, T. Dereli, \c{S}. Ko\c{c}ak",1996-12-02
9612231,On Mass-Deformed N=4 Supersymmetric Yang-Mills Theory,"N. Dorey (Swansea), V.V. Khoze (Durham), M.P. Mattis (Los Alamos)",1996-12-02
9612232,"O(d, d)-Symmetry and Ernst Formulation for Einstein-Kalb-Ramond Theory",A. Herrera and O. Kechkin,1996-12-02
9612233,Virasoro-type Symmetries in Solvable Models,"H. Awata, H. Kubo, S. Odake and J. Shiraishi",1996-12-03
9612234,Vertex Operators for Super Yang-Mills and Multi D-Branes in,"H. Awata, H. Kubo, S. Odake and J. Shiraishi",1996-12-03
9612235,A $\hbar$-deformed Virasoro Algebra as Hidden Symmetry of the Restricted,"Bo-yu Hou, Wen-li Yang",1996-12-03
9612236,Incidence Matrix Description of Intersecting p-brane Solutions,I.Ya.Aref'eva and O.A.Rytchkov,1996-12-03
9612237,Renormalization group approach to multiple-arc random matrix models,"S. Higuchi, C. Itoi, S. M. Nishigaki, N. Sakai",1996-12-03
9612238,Branes and integrability in the N=2 SUSY YM theory,Alexander Gorsky,1996-12-03
9612239,Mirror Symmetry and the Web of Landau-Ginzburg String Vacua,Hitoshi Sato,1996-12-03
9612240,On Explicit Evaluations Around the Conformal Point in N=2 Supersymmetric,"Takahiro Masuda, Hisao Suzuki (Hokkaido University)",1996-12-03
9612241,On the Integrability Aspects of the Self Dual Membrane,Carlos Castro,1996-12-03
9612242,"Universal correlations in random matrices: quantum chaos, the $1/r^2$",Carlos Castro,1996-12-04
9612243,The Paths of Unification In The GUST With The G x G Gauge Groups of E(8),"A. Maslikov (2), I. Naumov (2), G. Volkov (1,2) ((1) INFN Sezione di",1996-12-03
9612244,Fermion Ground State of Three Particles in a Harmonic Potential Well and,"A. Maslikov (2), I. Naumov (2), G. Volkov (1,2) ((1) INFN Sezione di",1996-12-04
9612245,Super--Toda Models Associated to Any (super--)Lie Algebras,"A. Maslikov (2), I. Naumov (2), G. Volkov (1,2) ((1) INFN Sezione di",1996-12-04
9612246,Topology Change and theta-Vacua in 2D Yang-Mills Theory,Tom D. Imbo and P. Teotonio-Sobrinho,1996-12-04
9612247,Anomalous Defects and Their Quantized Transverse Conductivities,Tom D. Imbo and P. Teotonio-Sobrinho,1996-12-04
9612248,Wavy Strings: Black or Bright?,"Nemanja Kaloper, Robert C. Myers and Harold Roussel",1996-12-04
9612249,Classical instanton and wormhole solutions of Type IIB string theory,"Jin Young Kim (Dongseo University), H.W. Lee and Y.S. Myung (Inje",1996-12-04
9612250,Gauge Independence in terms of the Functional Integral,"T. Kashiwa and N. Tanimura (Kyushu Univ. Fukuoka, Japan)",1996-12-04
9612251,D-brane Configurations and Nicolai Map in Supersymmetric Yang-Mills,"I.I. Kogan, G.W. Semenoff and R.J. Szabo",1996-12-04
9612252,Completely Integrable Equation for the Quantum Correlation Function of,"T. Kojima, V. Korepin and N. Slavnov",1996-12-04
9612253,Supertraces on the algebra of observables of the rational Calogero model,S. E. Konstein,1996-12-04
9612254,TASI Lectures on Perturbative String Theories,Hirosi Ooguri and Zheng Yin,1996-12-04
9612255,Novel algebraic structures from the polysymplectic form in field theory,I. V. Kanatchikov,1996-12-04
9702201,Lectures on Strings and Dualities,Cumrun Vafa,1997-01-30
9702202,Hyper-Kahler manifolds and multiply-intersecting branes,"J.P. Gauntlett, G.W. Gibbons, G. Papadopoulos and P.K. Townsend",1997-02-03
9702203,Issues in M(atrix) Theory Compactification,"Michael R. Douglas, Hirosi Ooguri and Stephen H. Shenker",1997-01-30
9702204,On the Wavefunctional for Two Heavy Color Sources in Yang-Mills Theory,Peter E. Haagensen and Kenneth Johnson,1997-01-31
9702205,BPS-Saturated Bound States of Tilted P-Branes in Type II String Theory,"Klaus Behrndt, Mirjam Cvetic",1997-01-31
9703201,A Note on the Transverse Five-Brane in M(atrix) Theory,Gilad Lifschytz (Princeton University),1997-02-27
9703202,Higgs Mechanism in String Theory,Jonathan Bagger and Ioannis Giannakis,1997-02-27
9703203,Universal Hidden Supersymmetry in Classical Mechanics and its Local,Jonathan Bagger and Ioannis Giannakis,1997-02-27
9703204,Non-threshold D-brane bound states and black holes with non-zero entropy,Miguel S. Costa and Mirjam Cvetic,1997-02-28
9703205,Effective quark Lagrangian in the instanton-gas model,Yu.A.Simonov (ITEP),1997-02-28
9703206,Systematics of string loop threshold corrections in orbifold models,Yu.A.Simonov (ITEP),1997-02-28
9703207,Bosonic Super Liouville System: Lax Pair and Solution,Yu.A.Simonov (ITEP),1997-02-28
9703208,A note on T^5/Z_2 compactification of the M-theory matrix model,Ansar Fayyazuddin and Douglas J. Smith,1997-03-01
9703209,Matrix Strings in Two-dimensional Yang-Mills Theory,Ian I. Kogan and Richard J. Szabo,1997-03-02
9703210,"Orientifolds, Branes, and Duality of 4D Gauge Theories","Nick Evans, Clifford V. Johnson, Alfred D. Shapere",1997-03-02
9703211,Matrix Black Holes,Miao Li and Emil Martinec},1997-03-02
9703212,A 1D Model for N-level Atoms Coupled to an EM Field,Z. S. Bassi and A. LeClair,1997-03-02
9703213,Left-right symmetric gauge model in a noncommutative geometry on,Z. S. Bassi and A. LeClair,1997-03-02
9703214,Supergravity in 10 + 2 Dimensions as Consistent Background for,Hitoshi Nishino,1997-03-03
9703215,IR Duality in d=3 N=2 Supersymmetric USp(2N_c) and U(N_c) Gauge Theories,Hitoshi Nishino,1997-03-03
9703216,Testing Effective String Models of Black Holes with Fixed Scalars,Michael Krasnitz and Igor R. Klebanov,1997-03-03
9703217,Fluctuation Spectra of Tilted and Intersecting D-branes from the,Akikazu Hashimoto and Washington Taylor IV,1997-03-03
9703218,Heterotic Strings from Matrices,"Tom Banks, Lubos Motl",1997-03-03
9703219,Differential Regularization of Chern-Simons-Maxwell Spinor and Scalar,"M. Chaichian, W.F. Chen and H.C. Lee",1997-03-03
9703220,Callan-Symanzik and renormalization group equation in theories with,Elisabeth Kraus,1997-03-04
9703221,Rigid Invariance in Gauge Theories,Elisabeth Kraus and Klaus Sibold,1997-03-03
9703222,N=2 Super-Conformal Filed Theory on the Basis of osp(2|2),A. Shafiekhani and W.-S. Chung,1997-03-03
9703223,Heat Kernel Expansion for Operators in Spaces with Metric Incompatible,E.V. Gorbar and V.A. Kushnir,1997-03-04
9703224,N=4 Super NLS-mKdV Hierarchies,"E. Ivanov, S. Krivonos and F. Toppan",1997-03-04
9703225,Anyonic behavior of quantum group fermionic and bosonic systems,"E. Ivanov, S. Krivonos and F. Toppan",1997-03-04
9703226,Seeking an Even-Parity Mass Term for 3-D Gauge Theory,R. Jackiw and S-Y. Pi,1997-03-04
9703227,A Note on Supersymmetry Breaking,Stephen D.H. Hsu and Myckola Schwetz (Yale U),1997-03-04
9703228,"Instantons, Three-Dimensional Gauge Theory, and the Atiyah-Hitchin","N. Dorey, V. V. Khoze, M. P. Mattis, D. Tong and S. Vandoren",1997-03-04
9704201,Entropy of extremal black holes,P. Mitra,1997-03-31
9704202,Derivative expansion of the renormalization group in O(N) scalar field,Tim R. Morris and Michael D. Turner,1997-04-01
9704203,"Nonlinear realizations of the (super)diffeomorphism groups, geometrical",Tim R. Morris and Michael D. Turner,1997-04-01
9704204,Black Holes as Fundamental Strings: Comparing the Absorption of Scalars,Roberto Emparan,1997-04-01
9704205,WDVV Equations in Seiberg-Witten theory and associative algebras,Roberto Emparan,1997-04-01
9704206,Supersymmetric Yang-Mills Theory and Riemannian Geometry,Ricardo Schiappa,1997-04-01
9704207,Quantization of the Particle Motion on the $n$-Dimensional Sphere,Petre Di\c t\u a,1997-04-01
9704208,Soliton tunneling,Petre Di\c t\u a,1997-04-02
9704209,Antisymplectic Gauge Theories,"Igor Batalin,Robert Marnelius",1997-04-02
9704210,Electromagnetic self interaction in strings,Brandon Carter,1997-04-02
9704211,Collinear QCD Models,Brandon Carter,1997-04-02
9704212,On Infravacua and Superselection Theory,Brandon Carter,1997-04-02
9704213,Form-factors of exponential fields in the affine A^{(1)}_{N-1} Toda,Brandon Carter,1997-04-02
9704214,The Background Field Method for N = 2 Super Yang-Mills Theories in,"I. L. Buchbinder, E. I. Buchbinder, S. M. Kuzenko and B. A. Ovrut",1997-04-02
9704215,Quantum Electrodynamics at strong Couplings,"Uwe Trittmann, Hans-Christian Pauli (Max-Planck-Institut fuer",1997-04-02
9705201,The topology of multi-coupling deformations of CFT,I.N. McArthur and T.D. Gargett,1997-04-30
9705202,The Two-point Function of c=-2 Matter Coupled to 2D Quantum Gravity,"J. Ambjorn (NBI), C. Kristjansen (NBI) and Y. Watabiki (TIT)",1997-05-01
9705203,Possible quantum obstructions to the process of Abelian conversion,Ricardo Amorim and Ronaldo Thibes,1997-05-01
9705204,"A Finite Quantum Symmetry of M(3,C)","Ludwik Dabrowski, Fabrizio Nesti, Pasquale Siniscalco",1997-05-01
9705205,String and Particle with Two Times,Itzhak Bars and Costas Kounnas,1997-05-01
9705206,A Global Uniqueness Theorem for Stationary Black Holes,Itzhak Bars and Costas Kounnas,1997-05-01
9705207,Plenty of Nothing: Black Hole Entropy in Induced Gravity,V.P. Frolov and D.V. Fursaev,1997-05-01
9705208,"Ghost-free and Modular Invariant Spectra of a String in SL(2,R) and",V.P. Frolov and D.V. Fursaev,1997-05-01
9705209,Study of Three Dimensional Quantum Black Holes,V.P. Frolov and D.V. Fursaev,1997-05-01
9705210,Extremal Transitions in Heterotic String Theory,E. Sharpe,1997-05-02
9705211,"Quantum Groups, Roots of Unity and Particles on quantized Anti-de Sitter",E. Sharpe,1997-05-02
9705212,Kaluza-Klein Dyons in String Theory,E. Sharpe,1997-05-02
9705213,Electroweak Monopoles,Y. M. Cho and Kyoungtae Kimm,1997-05-02
9705215,The emergence of space-time gravitational physics as an effective theory,Avinash Dhar,1997-05-02
9705216,On Gauge Invariance and Spontaneous Symmetry Breaking,"Andreas Aste, Michael D""utsch and G""unter Scharf",1997-05-02
9705217,Vortices in a nonminimal Maxwell-Chern-Simons O(3) Sigma Model,"F. S. A. Cavalcante (1 and 2), M. S. Cunha (1 and 2) and C. A. S.",1997-05-02
9705218,Chiral Symmetry Breaking in the Nambu-Jona-Lasinio Model in External,"A.Yu. Babansky, E.V. Gorbar, and G.V. Shchepanyuk",1997-05-02
9705219,Hidden Algebras of the (super) Calogero and Sutherland models,"Lars Brink, Alexander Turbiner and Niclas Wyllard",1997-05-02
9705220,Non-Abelian Conifold Transitions and N=4 Dualities in Three Dimensions,"Kentaro Hori, Hirosi Ooguri and Cumrun Vafa",1997-05-02
9705221,Matrix Description of M-theory on $T^5$ and $T^5/Z_2$,"Kentaro Hori, Hirosi Ooguri and Cumrun Vafa",1997-05-02
9705222,Backreaction of excitations on a domain wall,R. Pelka,1997-05-03
9705223,Charged Topological Black Hole Pair Creation,R.B. Mann,1997-05-04
9705224,Soliton Stability in Systems of Two Real Scalar Fields,R.B. Mann,1997-05-04
9705225,Supermembranes with Winding,"Bernard de Wit, Kasper Peeters and Jan Plefka",1997-05-04
9705226,Self-Duality in Nonlinear Electromagnetism,Mary K. Gaillard and Bruno Zumino,1997-05-05
9705227,On the Geometry of the Quantum Poincare Group,Mary K. Gaillard and Bruno Zumino,1997-05-05
9705228,Time evolution in general gauge theories,Robert Marnelius,1997-05-05
9705229,Space-wave function duality and enhanced dKdV on a Riemann surface,Robert Marnelius,1997-05-05
9705230,Variational Wave Functionals in Quantum Field Theory,Robert Marnelius,1997-05-05
9705231,Heat Bath Particle Number Spectrum,Petr Jizba (U. Cambridge),1997-05-05
9705232,M Theory And Seiberg-Witten Curves: Orthogonal and Symplectic Groups,"A. Brandhuber, J. Sonnenschein, S. Theisen, S. Yankielowicz",1997-05-05
9705233,Poisson-Lie T-duality and N=2 superconformal WZNW models on compact,"A. Brandhuber, J. Sonnenschein, S. Theisen, S. Yankielowicz",1997-05-05
9705234,Characters of admissible representations of the affine superalgebra,"P.Bowcock, M.Hayes, A.Taormina (Durham University)",1997-05-05
9705235,Quanta Without Quantization,James T. Wheeler,1997-05-05
9705236,Trace Anomaly of Dilaton Coupled Scalars in Two Dimensions,"Raphael Bousso and Stephen Hawking (DAMTP, Cambridge)",1997-05-05
9705237,Investigating the BPS Spectrum of Non-Critical E_n Strings,"J.A. Minahan, D. Nemeschansky and N.P. Warner",1997-05-06
9705238,Calabi-Yau manifolds constructed by Borcea-Voisin method,Mitsuko Abe and Masamichi Sato,1997-05-06
9705239,Nonrenormalization of Mass of Some Nonsupersymmetric String States,"Atish Dabholkar, Gautam Mandal, and P. Ramadevi",1997-05-06
9705240,Origin of Logarithmic Operators in Conformal Field Theories,Ian I. Kogan and Alex Lewis,1997-05-06
9705241,Oriented Open-Closed String Theory Revisited,Barton Zwiebach,1997-05-06
9705242,The Analog of t'Hooft Pions with Adjoint Fermions,S. Pinsky (Ohio State University),1997-05-06
9705243,The phases of two-dimensional QED and QCD,Roya Mohayaee,1997-05-06
9705244,CP Violation By Soft Supersymmetry Breaking Terms in Orbifold,"D. Bailin(Sussex), G.V. Kraniotis(Royal Holloway) and A. Love (Royal",1997-05-06
9706201,"Cosmic microwave background polarization, Faraday rotation and","P. Giacconi, F. Maltoni, R. Soldati",1997-06-02
9706202,The Ostrogradsky Method for Local Symmetries. Constrained Theories with,"N.P.Chitaia, S.A.Gogilidze and Yu.S.Surovtsev",1997-05-31
9706203,Semi-classical spectrum of the Homogeneous sine-Gordon theories,C.R. Fern\'andez-Pousa and J.L. Miramontes,1997-05-31
9706204,Absorption of Scalars by Extended Objects,Roberto Emparan,1997-06-01
9706205,A Diffeomorphism-Invariant Cut-Off Regularization of the Determinant of,Paul Federbush (University of Michigan),1997-06-01
9706206,Bogomol'nyi equations in gauge theories,"M.S. Cunha, H.R. Christiansen and C. A. S. Almeida",1997-06-01
9706207,HKT and OKT Geometries on Soliton Black Hole Moduli Spaces,"M.S. Cunha, H.R. Christiansen and C. A. S. Almeida",1997-06-02
9706208,"SL(2,Z) duality of Born-Infeld theory from self-dual electrodynamics in","M.S. Cunha, H.R. Christiansen and C. A. S. Almeida",1997-06-02
9706209,String Without Strings,"M.S. Cunha, H.R. Christiansen and C. A. S. Almeida",1997-06-02
9706210,Duality and Global Symmetries,"M.S. Cunha, H.R. Christiansen and C. A. S. Almeida",1997-06-02
9706211,Lectures on Heterotic-Type I Duality,"I. Antoniadis, H. Partouche, T.R. Taylor",1997-06-02
