ToNodeId,Title,Authors,Date,Seed
9511225,The generic soliton of the $A_n$ affine Toda field theories,"Edwin J. Beggs, Peter R. Johnson (Wales, Swansea)",1995-11-03,02a5ec5140b70d682c7dac745dda91a05b6f3cd74c052c2bbeaa9b7e3c60080f
9803226,Ward-Takahashi Identity with External Field in Ladder QED,Efrain J. Ferrer and Vivian de la Incera,1998-03-03,48344a89d42f0994fc663735bdb5930aaf7b8a7f7c79b368f43fd9fe214a6858
9807238,Inhomogeneous Magnetic Response in Anyon Fluid at High Temperature,Efrain J. Ferrer and Vivian de la Incera,1998-07-03,48344a89d42f0994fc663735bdb5930aaf7b8a7f7c79b368f43fd9fe214a6858
9806225,Matrix Theory Description of Schwarzschild Black Holes in the Regime N,Elena Caceres and Pirjo Pasanen,1998-06-02,2cc18ff3a6cf90205884b14c5f474cd8724ec6a4152785e0acaae1608dc5aa5f
9806224,M-Theory Five-brane Wrapped on Curves for Exceptional Groups,Elena Caceres and Pirjo Pasanen,1998-06-02,2cc18ff3a6cf90205884b14c5f474cd8724ec6a4152785e0acaae1608dc5aa5f
9703220,Callan-Symanzik and renormalization group equation in theories with,Elisabeth Kraus,1997-03-04,e7d912b70e8aad2e495bc810973259cbe426cad7df2123c7aa40fd124f007735
9703221,Rigid Invariance in Gauge Theories,Elisabeth Kraus and Klaus Sibold,1997-03-03,f3af2e3da16a49d0d0b33c17862b9dda3eee8532b737927dfef39cd1d56c55aa
9910254,Morse potential energy spectra through the variational method and,Elso Drigo Filho and Regina Maria Ricotta,1999-10-06,c14c3212f7ca67a64be9bbb03e39c011522dabd4bacf8d17c5e53acb4fc114d2
9911215,The Renormalization Group Approach to the Confining String,Enrique Alvarez and C\'esar G\'omez,1999-11-03,db9c91dfc89ac173cbf920548873467b7eb3d2645f647d494e5d4206c641e05f
9911203,"A Note on T-Duality, Open Strings in B-field Background and Canonical",Enrique Alvarez and C\'esar G\'omez,1999-11-02,db9c91dfc89ac173cbf920548873467b7eb3d2645f647d494e5d4206c641e05f
9911202,The Master Gauge String,Enrique Alvarez and C\'esar G\'omez,1999-11-02,db9c91dfc89ac173cbf920548873467b7eb3d2645f647d494e5d4206c641e05f
9907205,Ultraviolet and Infrared freedom from string amplitudes,Enrique Alvarez and Cesar Gomez,1999-07-01,29fd5bf532d3574185a785126399c1627536ff79d970061e93d387f70bd051b7
9807226,"Geometric Holography, the Renormalization Group and the c-Theorem",Enrique Alvarez and Cesar Gomez,1998-07-02,29fd5bf532d3574185a785126399c1627536ff79d970061e93d387f70bd051b7
9912271,Lectures on Supersymmetric Yang-Mills Theory and Integrable Systems,"Eric D'Hoker (UCLA), D. H. Phong (Columbia University)",1999-12-08,f8693778f5a8b7c8925f4d3e491f6baec5711bbbc3ccabd4dc4323ed2c9c9c7f
9911222,The Operator Product Expansion of N=4 SYM and the 4-point Functions of,"Eric D'Hoker, Samir D. Mathur, Alec Matusis, Leonardo Rastelli",1999-11-03,481dd647584eaad2d88b4c0e5beba8383075424d04ae0c1fae7995b94578baf8
9806226,On the M-theory Interpretation of Orientifold Planes,Eric G. Gimon,1998-06-02,5579c6faceb170e8037947237a576537506b5886b4f2655bdd56382622e7ab2a
9712214,Transmission of Supersymmetry Breaking from a 4-Dimensional Boundary,Eugene A. Mirabelli and Michael E. Peskin,1997-12-01,6d635aa84e7538f8b1b8097c1014ff33d563b3ff23322370557b3a0b4d918d02
9812253,On the Hypermultiplet Moduli Space of Heterotic Compactifications with,Eugene Perevalov,1998-12-04,0bcbf0bd52fd56256d99a00425f19ea764cca59fc2823f6fc80f74799673aa31
9912272,Twisted Bundles on Noncommutative $T^4$ and D-brane Bound States,"Eunsang Kim, Hoil Kim, Nakwoo Kim, Bum-Hoon Lee, Chang-Yeong Lee, and",1999-12-08,d713d49a113e5c6cd1adb191832b9a8f9d0f53c6cdd4124d7e56283ea534a699
9503212,"Criteria for Conformal Invariance of (0,2) Models",Eva Silverstein and Edward Witten,1995-03-02,f8113f802274998af6722daf5911796fdaca9920cbe34184982307d457afa80c
9912244,On the Critical Behavior of D1-brane Theories,Eva Silverstein and Yun S. Song,1999-12-05,1480bbf888f3839b7fd30ac77c28f70256bb05b92883f01054ffc1bc5af5ca96
9912234,The SU(2) Skyrme model and anomaly,"Everton M. C. Abreu (UNESP/Campus de Guaratinguet\'a), Jorge Ananias",1999-12-03,589dfc8a7d3471d1a6c8e981c0d3fcdd7b403bc39cff00fe36b6b9cad580a4b3
9812213,A New Approach to Axial Vector Model Calculations II,"F. A. Dilkes, D. G. C. McKeon and Christian Schubert",1998-12-01,b67e950c5b8c52fa9d7a08e4d9d00dca908f6be4c7122a4b0e99fa14d6a8dabb
9610235,Properties of Supermembrane Axions,F. Aldabe,1996-10-03,259e98cb5be0a83b935805bc64e7ffd36478f1743dc5a0bd1955e6509c051253
9811234,The SO(32) Heterotic and Type IIB Membranes,F. Aldabe and A.L. Larsen,1998-11-03,b7af4b297d7c972ff9fb89b5291de41c7be539692245f2caa7135f12f1029dca
9811235,A continuum limit of the chiral Jacobian in lattice gauge theory,F. Aldabe and A.L. Larsen,1998-11-03,b7af4b297d7c972ff9fb89b5291de41c7be539692245f2caa7135f12f1029dca
9410231,Chiral Perturbation Theory in the Framework of Non-Commutative Geometry,"F. Ardalan, K. Kaviani",1994-10-06,869713c8f2c589341c0ff9fc2f10db9df6546812496b1af79fbb228190492a7e
9712240,Diffeomorphism algebra of two dimensional free massless scalar field,"F. Darabi, M. A. Jafarizadeh and A. Rezaei-Aghdam",1997-12-02,51f82dbe7446257c118464bab227835cec1c5be928b1b4307b18cc58bd3c7ff7
9607203,Killing-Yano Supersymmetry in String Theory,"F. De Jonghe, K. Peeters and K. Sfetsos",1996-07-01,95eafc2e8a67e947f1a4b59b919cef75eabe62ce543eb93525d9a5c69454188c
9607204,Substructure of String,"F. De Jonghe, K. Peeters and K. Sfetsos",1996-07-01,95eafc2e8a67e947f1a4b59b919cef75eabe62ce543eb93525d9a5c69454188c
9912222,1/4 Partial Breaking of Global Supersymmetry and New Superparticle,"F. Delduc (ENS Lyon), E. Ivanov (JINR, Dubna), S. Krivonos (JINR,",1999-12-02,7617e34348a7b49c5e6a92eeb1aea4676b61965649ed8333f0a4068c67813a35
9410203,Regular Conjugacy Classes in the Weyl Group and Integrable Hierarchies,F. Delduc and L. Feher,1994-10-03,75c84b418176865f9191ae0759658ee28a052bf4dabff2ec0c47da47e91ac308
9512220,Gauge invariant formulation of $N=2$ Toda and KdV systems in extended,"F. Delduc, M. Magro",1995-12-03,61d4272fefe46d9dcb14900379791bd3b8aaf8f7fdef29c1b8468aea9092c273
9512221,$N=2$ chiral WZNW model in superspace,"F. Delduc, M. Magro",1995-12-04,61d4272fefe46d9dcb14900379791bd3b8aaf8f7fdef29c1b8468aea9092c273
9707209,Algebraic Renormalization: perturbative twisted considerations on,"F. Fucito, A. Tanzini, L.C.Q.Vilar, O. S. Ventura, C.A.G. Sasaki and",1997-07-01,3c763f38cf0dd14f033ce2c6a2c1f535dd6464e7b1710a0dc037f1e60f0fb4dc
9910253,Solution of the quantum inverse problem,"F. G\""ohmann and V. E. Korepin (YITP, State University of New York at",1999-10-06,807309fd11724258e19615c00b362d3a7a9d05121ccb0a1db321ca4ec8756faf
9710250,Feynman Rules in N=2 Projective Superspace I: Massless hypermultiplets,"F. Gonzalez-Rey, U. Lindstrom, M. Rocek, R. von Unge and S. Wiles",1997-10-06,f28cea65d0fcee985865167655a962dd55c2dfb1db38f83b1955234af1d6f83f
9707202,Duality Symmetries and Noncommutative Geometry of String Spacetime,F. Lizzi and R.J. Szabo (Oxford),1997-07-01,24412caa1246b8d90342f0717484eb3c917e810172b50b1c7b641f8539b76821
9411224,Canonical Quantization of the Maxwell-Chern-Simons Theory in the Coulomb,"F. P. Devecchi, M. Fleck, H. O. Girotti (UFRGS-Brasil), M. Gomes and",1994-11-04,97beb514f0003407fa5f00d6a2d5f46ee4511da4e8864eea93dd2dee4340517b
9705217,Vortices in a nonminimal Maxwell-Chern-Simons O(3) Sigma Model,"F. S. A. Cavalcante (1 and 2), M. S. Cunha (1 and 2) and C. A. S.",1997-05-02,8126215670186829ca4cd779aef330c5b2f69b7b09333ffdcba08d43d54a2d1e
9712228,The Boltzmann Equation in Scalar Field Theory,"F. T. Brandt, J. Frenkel, A. Guerra",1997-12-02,4b04f7a3b38abf435ca5ea30d8fbc650cc3594bd2a786e0ec702576dc897359a
9411204,c>1 Non-Critical Strings and Large-N Matrix Field Theory,F.Antonuccio and S.Dalley,1994-11-01,c337c7bf5801c09f7b86d19c7913550df2cbbaf908eb851202f017435285b262
9811254,The Light-Cone Vacuum in 1+1 Dimensional Super-Yang-Mills Theory,"F.Antonuccio, O.Lunin, S.Pinsky, S.Tsujimaru",1998-11-05,6d372e54688ec6ce65393bfb4c657de2eb175b3b482468ef662467d25f20c5a5
9812222,Spinorial density matrix equation and gauge covariance,"F.C. Khanna, A.E. Santana, A. Matos Neto, J.D.M. Vianna and T. Kopf",1998-12-02,99fc248bdd328ed26ad8ea97a16c127ede0aec4dfe298d464300f53f1ae84f82
9912292,1/4 PBGS and Superparticle Actions,"F.Delduc, E. Ivanov, S. Krivonos",1999-12-10,9339a4abbb9ab0b0c5676aef38dc6fa5693910af172ff1acf9a9622d90e2a46a
9411203,ADE functional dilogarithm identities and integrable models,F.Gliozzi and R.Tateo,1994-11-01,b638b9342c891de746bcb15908209d801884da2ea6a99048b685d726a2950ee1
9807211,Some remarks about intrinsic parity in Ryder's derivation of the Dirac,Fabian H. Gaioli and Edgardo T. Garcia Alvarez,1998-07-01,d280cd9fc8d997da99567ea90413e0878a7797b63e68b785690589f2fad662dc
9712206,Noncommutative Geometry and Spacetime Gauge Symmetries of String Theory,Fedele Lizzi and Richard J. Szabo,1997-11-30,707565437e9cb8d239aa37d23280bebb75957af57f50d70d50a8db1f2d3c5970
9909227,Symmetries and interactions in matrix string theory,Feike Hacquebord,1999-09-02,14cdbb3a75d741a7a7edd52dfe92c40c047857d396ed885bbd510ae10a0d4804
9805208,The Perturbation Spectrum of Black Holes in N=8 Supergravity,Finn Larsen,1998-05-01,3b62ffaef780a49df41265acc99554fde90a8e038f3cbfee5410f4fcdb5abf80
9610252,Resolution of Cosmological Singularities,Finn Larsen and Frank Wilczek,1996-10-04,dd6c8ad94b67c212af25529659b567996331fae18e8634ffbe75b2bd2ea83efc
9612227,Non-perturbative evolution equations for the tricritical theory,Flavio S. Nogueira,1996-12-02,87b0895d04cb692d7dcc4d668a4d4d6bf3a070f6476e6afb7c650f07564646b7
9605215,Instanton Calculus and Nonperturbative Relations in N=2 Supersymmetric,Francesco Fucito and Gabriele Travaglini,1996-05-03,22e5d56dfd3230dfa2c54b80eba89413141a2a81043ff344692d1cd4bf403027
9806229,From Super QCD to QCD,Francesco Sannino (Yale University),1998-06-02,7df30bb37fa03cb8513397a3ff8b6a13948b478348675186609e719999b74daa
9611228,The Monopole Dominance in QCD,Franco Ferrari and I. Lazzizzera,1996-11-04,566994336b42a706c36ca8cf5da1604e796d26f8092098efd4b1079308f63aff
9611229,Spin-Flavour Symmetry and Contractions Towards Classical Space-Time,Franco Ferrari and I. Lazzizzera,1996-11-04,566994336b42a706c36ca8cf5da1604e796d26f8092098efd4b1079308f63aff
9611225,Representations of the Mapping Class Group of the Two Punctured Torus on,Franco Ferrari and I. Lazzizzera,1996-11-04,566994336b42a706c36ca8cf5da1604e796d26f8092098efd4b1079308f63aff
9611224,Perturbative Analysis of Chern-Simons Field Theory in the Coulomb Gauge,Franco Ferrari and I. Lazzizzera,1996-11-04,566994336b42a706c36ca8cf5da1604e796d26f8092098efd4b1079308f63aff
9611227,Dynamical Abelian Projection of Gluodynamics,Franco Ferrari and I. Lazzizzera,1996-11-04,566994336b42a706c36ca8cf5da1604e796d26f8092098efd4b1079308f63aff
9611226,"On the relations between osp(2,2) and the quasi exactly solvable systems",Franco Ferrari and I. Lazzizzera,1996-11-04,566994336b42a706c36ca8cf5da1604e796d26f8092098efd4b1079308f63aff
9611211,Dirac Quantization of the Chern-Simons Field Theory in the Coulomb Gauge,Franco Ferrari and Ignazio Lazzizzera,1996-11-02,d4ddd5ec164bda1b855ea5b3f77f813fff7b937cc401225322471057ee6de525
9503203,Curiosities on Free Fock Spaces,"Francois Englert, Laurent Houart, Paul Windey",1995-03-01,1604ecd20b1b09cc62f5a98196cf7375eb824466efbc40992e6df8ff3195ab6b
9503202,The Black Hole Entropy Can Be Smaller than A/4,"Francois Englert, Laurent Houart, Paul Windey",1995-03-01,1604ecd20b1b09cc62f5a98196cf7375eb824466efbc40992e6df8ff3195ab6b
9908205,10 = 6 + 4,Frank Tony Smith,1999-08-01,23b6fa87dbc491334023ac0bd6bb2f3c82bb0f94f8ccaa4a65f904b4d1b03e36
9812215,Soliton Solution of the Integrable Coupled Nonlinear Schrodinger,Freddy P. Zen and Hendry I. Elim,1998-12-01,4d51586694c38d0b18d321be20d85a1d62d28dc21e6434786d2cb2b0dab20ee1
9605218,On the determination of anomalies in supersymmetric theories,"Friedemann Brandt, Jordi Par\'{\i}s",1996-05-03,902c98b29e254c074205b34c36177cb87a763f5868ec5c61a92a91af3035797e
9912254,Witten's Open String Field Theory in Constant B-Field Background,Fumihiko Sugino,1999-12-06,195aa9b9608788e64f83693b819fe2c02a946cb32e44cb054cf5bf30a4bce53b
9803206,Wrapping Branes in Space and Time,G W Gibbons,1998-02-28,5e0c0ea7371d3a0f34c09e2c6b04eea72557ae329f59152f9c4d9ae60636e364
9803203,Branes as BIons,G W Gibbons,1998-02-28,5e0c0ea7371d3a0f34c09e2c6b04eea72557ae329f59152f9c4d9ae60636e364
9812233,Vacuum amplification of the high-frequency electromagnetic radiation,G. A. Vilkovisky (Lebedev Institute),1998-12-02,09be04ef4c0f6dd3183ecac4b90b7529d671ff6f9ae7a1f31369448a049b7dcf
9906241,The vacuum backreaction on a pair creating source,G. A. Vilkovisky (Lebedev Institute),1999-06-03,09be04ef4c0f6dd3183ecac4b90b7529d671ff6f9ae7a1f31369448a049b7dcf
9806218,Multicritical Matrix Models and the Chiral Phase Transition,G. Akemann,1998-06-01,2ff8934824c164a8ed11a1f93167a5eb05506a4687a98a7b8c29eb289d2ddd61
9410206,String GUTs,"G. Aldazabal, A. Font, L.E. Ibanez and A.M. Uranga",1994-10-03,f6362155e237d0317d0624ce63b54d3ae71e3fa24a731f6720bfc64ec10d77cb
9406212,Perturbative Renormalizations of Anyon Quantum Mechanics,G. Amelino-Camelia,1994-06-02,794dd1a8b79c9cab85bf82b0a71524241d640ab5177a095ca771f526dd6901e0
9406213,Schroedinger Self-adjoint Extension and Quantum Field Theory,G. Amelino-Camelia and D. Bak,1994-06-02,b7a780487d8aa91845362c655b775ff7d8c248c5d314c42cee9622062d15e95f
9605211,Distance Measurement and Wave Dispersion in a Liouville-String Approach,"G. Amelino-Camelia, J. Ellis, N.E. Mavromatos, and D.V. Nanopoulos",1996-05-02,b922d1ca57be29f2e80664a29da6bef8d9d024912cdbfb9cd29ddc9651f008e7
9912203,The Rest-Frame Instant Form of Dynamics and Dirac's Observables,"G. Bandelloni (INFN-Genoa), S. Lazzarini (CPT-Marseille)",1999-12-01,ebd58e2d189ea619e25124b44d9e3bad1c254b15c102b578332071e849b371e2
9912202,W-algebras from symplectomorphisms,"G. Bandelloni (INFN-Genoa), S. Lazzarini (CPT-Marseille)",1999-12-01,ebd58e2d189ea619e25124b44d9e3bad1c254b15c102b578332071e849b371e2
9312206,Renormalization of gauge invariant operators and anomalies in Yang-Mills,G. Barnich and M. Henneaux,1993-12-01,f9f119bcac7d31ca38ee3c7c800e14715e645f0e10fc59cb41fa175ab963c921
9707201,New Tetrads for General Relativity,"G. Bimonte, R. Musto, A. Stern and P. Vitale",1997-07-01,0c0f4b11ec3b7b1a044379a52054d3d45567f516f7c020e542f5dae5356373d7
9807232,String Interactions from Matrix String Theory,"G. Bonelli, L. Bonora, F. Nesti",1998-07-03,f3eaec366fc66465488a40066306567d038d338f461a870e57ce85c8d7101c1f
9812212,Degeneration of ALF D_n Metrics,"G. Chalmers, M. Rocek, S. Wiles",1998-12-01,6cd5d04ed1298787fb92d2c9b33ac2c5845818b7d8d25e2806ae48e506825d10
9803224,Chiral matter and transitions in heterotic string models,G. Curio,1998-03-03,f85005ed13329273dc0f4e8557e4bca69be4afefd325dc599f47c9ca1d3adca5
9810218,The quark-composites approach to QCD: The nucleons,G. De Franceschi and F. Palumbo,1998-10-02,9f7aa85784c75832067b972371aa752ae51db5b283d98d6bb509ef8e23b0f9bd
9811215,Off-critical correlations in the Ashkin-Teller model,G. Delfino,1998-11-02,20e0ad50bb16c3ffe211b488dcee113694d581dfdd3e90157e52fe78177a5399
9611213,Dynamical Compactification as a Mechanism of Spontaneous Supersymmetry,G. Dvali and M. Shifman,1996-11-02,21d598c9e5658a36f6d2e0086cbca2a7fa2ee7840fe9ad201927d156630a3466
9903246,Thermodynamic Partition Function of Matrix Superstrings,G. Grignani and G. W. Semenoff,1999-03-03,14593595c070c9279cd6a1a0dd6dd561696853c79f06700539335d6750c26ab1
9609228,G/G models as the strong coupling limit of topologically massive gauge,"G. Grignani, G. Semenoff, P. Sodano and O. Tirkkonen",1996-09-02,fef924e3444b5305deb33a1adf51f7d7140b792d7c52de8ede374a3f0e6db42f
9807231,The Nambu-Goto Theory of Closed Bosonic Strings Moving in,G. Handrich and C. Nowak,1998-07-03,290a5e50ff1ff42c9ab097c2bfeb022b1700a221da7343a5093ffb1c622f9a9a
9911211,Split dimensional regularization for the Coulomb gauge at two loops,"G. Heinrich, G. Leibbrandt",1999-11-02,980b6367dca6b2f0e9cfa19ad3498ae8cb35f280bfb999c39b55eb010a627c08
9607228,Curvature representation of the gonihedric action,"G. Koutsoumbas (National Technical U., Athens) , G.K. Savvidy (NBI),",1996-07-03,ec417eca82eaea62a701f7fb8c6487df0dcafaffc6a823919936f767858b9dc0
9612201,Field condensations and Noncritical String for c>1,G. L. Cardoso,1996-11-29,d075e852f7049ff0f5dfea2061340e1c072dd36b63162e551eb9d9939de1e8e0
9510221,Quark mass correction to the string potential,G. Lambiase and V.V. Nesterenko,1995-10-04,3c6fc891311f26825df35ecc4f2c549b74564740e88b14ba20bafc163e82ddae
9803265,D-particle bound states and generalized instantons,"G. Moore, N. Nekrasov and S. Shatashvili",1998-03-06,d54b03eec4052feb4d4ef735e63bdcd1a137c060a36fef31cf75b410ed1dedb8
9911253,Curved branes from string dualities,"G. Papadopoulos, J. Russo and A.A. Tseytlin",1999-11-05,ee60a61241c90cbbb3061e5c54d929b4e0be810f79da424b6532c820aeb48130
9503207,Planar Duality in $SU(2)$ WZW Models,"G. Pradisi, A. Sagnotti and Ya.S. Stanev",1995-03-01,e11a8f737c272252641a592271512ca3476a6570ffbc19f63a280c6037711a6b
9707232,"Hyperk\""ahler Manifolds and Multiply Intersecting Branes",G. W. Gibbons,1997-07-03,f5972fec912ec39d0c3e97024001a43cd4c15ef9f81c24903d633438ab869ede
9912210,Scalar Quartic Couplings in Type IIB Supergravity on $AdS_5\times S^5$,G.Arutyunov and S.Frolov,1999-12-01,946f06da68e50372c12ef0b85606c8f3d272997f5ddf7bed31622fe81719d22f
9603201,Symmetry Non Restoration and Inverse Symmetry Breaking on the lattice,G.Bimonte and G.Lozano,1996-03-01,ab5d9660417166fd1027615fb81bdfe1a8a849e6fba6e80a520385a3a0150320
9912227,Instantons and scattering in N=4 SYM in 4D,"G.Bonelli, L.Bonora, S.Terna and A.Tomasiello",1999-12-03,4520a4bbc68f0ef37308a1780c196a532ce1b979f9a678a239e1d2bf74faa337
9610215,Pre-equilibrium evolution of non-abelian plasma,"G.C. Nayak, V. Ravishankar (Dept. of physics Indian Institute of",1996-10-02,b52a7b6e1bfab89d73c164c9131936f47a0aba383c21063a252c5d88416b9c54
9610217,"The quantum SKdV$_{1,4}$ equation at $c=3$","G.C. Nayak, V. Ravishankar (Dept. of physics Indian Institute of",1996-10-02,b52a7b6e1bfab89d73c164c9131936f47a0aba383c21063a252c5d88416b9c54
9610216,Further remarks on quantum mechanics and integrable systems,"G.C. Nayak, V. Ravishankar (Dept. of physics Indian Institute of",1996-10-02,b52a7b6e1bfab89d73c164c9131936f47a0aba383c21063a252c5d88416b9c54
9806216,On the origin of supergravity boundary terms in the AdS/CFT,G.E.Arutyunov and S.A.Frolov,1998-06-01,59280e63c37cddfe96de78c0b982ff24a70d6ac598e96c059ce5b54b1b5e7f88
9806217,A remark on the AdS/CFT correspondence and the renormalization group,G.E.Arutyunov and S.A.Frolov,1998-06-01,59280e63c37cddfe96de78c0b982ff24a70d6ac598e96c059ce5b54b1b5e7f88
9912230,A mass hierarchy from recoiling D branes,"G.K. Leontaris (CERN and Ioannina Un.), N.E. Mavromatos (Kings's",1999-12-03,b819b2fc2ae005aa45699cb47a4bac5ec127717721c5ad47e23642a7f108454a
9503213,GEOMETRICAL STRING and DUAL SPIN SYSTEMS,"G.K.Savvidy, K.G.Savvidy and F.J.Wegner.",1995-03-02,2c6148eff88d44156517f671f19b61910be33b8798c8e004757b211b33e018c6
9712241,Integrating Over Higgs Branches,"G.Moore, N.Nekrasov, and S.Shatashvili",1997-12-03,7ce62c2671c84b2de3a78f1dd24379badde36133ebafb386cc70783e9271093c
9806204,The Spectrum of Softly Broken N=1 Supersymmetric Yang-Mills Theory,"G.R. Farrar, G. Gabadadze and M. Schwetz (Rutgers Univ.)",1998-05-30,aa0e73bf0b07abb0bbda12889b512503a4a504f9dd88ba0d4af62ac372beda95
9907221,Superconnections: an Interpretation of the Standard Model,G.Roepstorff,1999-07-03,1671c202f6e8db0fecedb5c6ea434f8b7bbfc519b43a8b62d14ed4bb087f6263
9412209,Threshold Corrections and Symmetry Enhancement in String,"Gabriel Lopes Cardoso, Dieter L\""{u}st and Thomas Mohaupt",1994-12-01,32b3ef7cc278d6dae3734579376d981ea347f0f4ae7feff0f86abc2a4727ef07
9811208,On the construction of gauge theories from non critical type 0 strings,Gabriele Ferretti and Dario Martelli,1998-11-01,9f20c624778e225b035cb9270f47f8e3f7e405fd3a23d6d6b8a0cb2ac7b44057
9811216,Renormalization Group for Matrix Models with Branching Interactions,Gabrielle Bonnet and Francois David,1998-11-02,348cc2d72f1d728048086babf4fb5bbb3931ad31ed4746a68c367075f75a705e
9909201,"Equivalence Principle, Higher Dimensional Moebius Group and the Hidden","Gaetano Bertoldi, Alon E. Faraggi and Marco Matone",1999-09-01,d30ffc27f2ced8ecf2c3c946d0ae18565675c74b251efe99bdeeec9a4b343402
9805207,A New Approach to String Cosmology,Gary T. Horowitz and Donald Marolf,1998-05-01,9567e2665e8e44e68d17f09b4ed91b1e65a33fcce352358b78fa6972a4b0ae86
9605224,Counting States of Black Strings with Traveling Waves,Gary T. Horowitz and Donalf Marolf,1996-05-03,72f219b4d15584cf26b5884e3bab6ba983d3987e7f5ec8a5e955d63a8e979113
9710217,Comments on Black Holes in Matrix Theory,Gary T. Horowitz and Emil J. Martinec,1997-10-02,a7c1b249b149fde4491d8eca75a301b2f57da9e75289c609be31f3291b219741
9511218,Black Hole Geometry around an Elementary BPS String State,Gautam Mandal and Spenta R. Wadia,1995-11-02,a31d641719fd72830a00368be4715da1fced251f4fff4f30d5e454d6589bb267
9510230,Classical and quasi-classical aspects of supersymmetric quantum,"Georg Junker, Stephan Matthiesen and Akira Inomata",1995-10-05,73142e9aec088f90def06515b4213ea590ff63d0175a974a9e1cefd81984c43b
9908206,Dilaton Field and Massless Particle for 2d Gravity,George Chechelashvili and George Jorjadze,1999-08-02,1bd0dfa62135bb00d9d9c252c2e650e2e1d3c587fc208ed136308fe4ddf7440e
9911207,Two-Loop Quark Self-Energy in a New Formalism (II): Renormalization of,"George Leibbrandt, Jimmy D. Williams",1999-11-02,2844b5e033b8c35557e3171d9bf9b4dfd74f8db8c8e8945fcdee372347e76162
9911208,Two-dimensional Yang-Mills theory: perturbative and instanton,"George Leibbrandt, Jimmy D. Williams",1999-11-02,2844b5e033b8c35557e3171d9bf9b4dfd74f8db8c8e8945fcdee372347e76162
9801201,The superspace geometry of gravitational Chern-Simons forms and their,Georges Girardi and Richard Grimm,1998-01-01,1fd3846cf2b755bb60e361930d55115449df5edb5ed3a3f3f5462a78a8bdb1f1
9907208,Derivative Expansion and Soliton Masses,Gerald V. Dunne,1999-07-01,bf91859cc58054710d4345211bcac6528dc9b3aac51283183c62626e17169e4d
9907212,Non-Locality and Ellipticity in a Gauge-Invariant Quantization,Giampiero Esposito and Cosimo Stornaiolo,1999-07-01,af3c7b1861b0ab582239b166bf0ba5fa8bf304363a438156178524a451c4047a
9912218,Type I Vacua from Diagonal $Z_3$-Orbifolds,Gianfranco Pradisi (U. Roma ``Tor Vergata''),1999-12-02,eb17bfb2d371236c7734c699a5bd7dc9155fc9d21569875a15c6211adca6f428
9707236,"N = 1, D = 6 Supergravity: Duality and non Minimal Couplings",Gianguido Dall'Agata and Kurt Lechner,1997-07-03,6fe5ce6e1b83757b719a2a45eb3ab498fe0efb7d0542d9cbe66adf2959a1133b
9703201,A Note on the Transverse Five-Brane in M(atrix) Theory,Gilad Lifschytz (Princeton University),1997-02-27,beb0ffadc31f8bfc6f5205e83fe40b78977f1f2e5c36572ef157a608a6acb5bc
9612223,Four-Brane and Six-Brane Interactions in M(atrix) Theory,Gilad Lifschytz (Princeton University),1996-12-02,beb0ffadc31f8bfc6f5205e83fe40b78977f1f2e5c36572ef157a608a6acb5bc
9412207,Elliptic quantum groups,Giovanni Felder,1994-12-01,42b401d45e4a641386c5906cfc3c5932a3384e754646c41e662138d2bbb2967a
9412208,Dirac Monopoles and Witten's Monopole Equations,Giovanni Felder,1994-12-01,42b401d45e4a641386c5906cfc3c5932a3384e754646c41e662138d2bbb2967a
9912239,Correlation functions and boundary conditions in RCFT and,"Giovanni Felder, J\""urg Fr\""ohlich, J\""urgen Fuchs and Christoph",1999-12-04,bef427d82950d77df6e089c05ee55daa32a3623b1be49139e3cf2fa8fbcac67b
9607214,Velocity field and operator in (non relativistic) quantum mechanics,Giovanni Salesi and Erasmo Recami,1996-07-02,bc4fe3263d252e95777b5973269a70baec4b20a27b6fb7dc80279e90e76ceb48
9607213,About the kinematics of spinning particles,Giovanni Salesi and Erasmo Recami,1996-07-01,bc4fe3263d252e95777b5973269a70baec4b20a27b6fb7dc80279e90e76ceb48
9607211,Field theory of the spinning electron: Internal motions,Giovanni Salesi and Erasmo Recami,1996-07-01,bc4fe3263d252e95777b5973269a70baec4b20a27b6fb7dc80279e90e76ceb48
9607212,"The spinning electron: Hidrodynamical formulation, and quantum limit, of",Giovanni Salesi and Erasmo Recami,1996-07-01,bc4fe3263d252e95777b5973269a70baec4b20a27b6fb7dc80279e90e76ceb48
9912247,A note on the BRST cohomology of the extended antifield formalism,Glenn Barnich,1999-12-06,6b8ff6c52bf8f6e1f87d16b2456619edd81aab19149f365109f15d331b789f2f
9807210,On the quantum Batalin-Vilkovisky formalism and the renormalization of,Glenn Barnich,1998-07-01,6b8ff6c52bf8f6e1f87d16b2456619edd81aab19149f365109f15d331b789f2f
9411202,Conserved currents and gauge invariance in Yang-Mills theory,"Glenn Barnich, Friedemann Brandt and Marc Henneaux",1994-11-01,9095f3cc00d34d30de88b95c95597182021652cd0982d2ab3f1514baf1bd94a3
9910201,Cohomological analysis of gauged-fixed gauge theories,"Glenn Barnich, Marc Henneaux, Tobias Hurth and Kostas Skenderis",1999-10-01,31d7e1e514b17d8495d86b0c87ae8d262c394fdb137c91744afce1ee36c05434
9811240,Toric geometry and F-theory/Heterotic Duality in Four Dimensions,Govindan Rajesh,1998-11-04,fde7b9779edadb0549355d89d9ec330250f09f965b059ef1317659c1255ae3d8
